"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 21 17:03:39 IST 2022","Mon Feb 21 17:03:39 IST 2022","178","Suite","Test","StepDefinations.basicgooglesearchsteps","StepDefinations.basicgooglesearchsteps","runScenario","Runs Cucumber Scenarios",""
